,Phoneme,OccurencePLLR,Age,Speaker,Filename,Stops,UnvoicedFricatives,VoicedFricatives,LiquidApproximants,GlideApproximants,Nasals,Vowels,Obstruents,Affricates
0,AA,-3.3970104219452737,4.583333333333333,0407_M_SJ,0407_M_SJs3T06,False,False,False,False,False,False,True,False,False
1,AA,-2.708075887094086,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,False,False,False,False,False,False,True,False,False
2,AA,-2.360193958459315,4.583333333333333,0407_M_SJ,0407_M_SJs5T03,False,False,False,False,False,False,True,False,False
3,AA,-2.758572580816548,4.583333333333333,0407_M_SJ,0407_M_SJs5T02,False,False,False,False,False,False,True,False,False
4,AA,-3.2900003848456554,4.583333333333333,0407_M_SJ,0407_M_SJs6T02,False,False,False,False,False,False,True,False,False
5,AA,-2.89273135514662,4.583333333333333,0407_M_SJ,0407_M_SJs6T02,False,False,False,False,False,False,True,False,False
6,AA,-2.951976183368786,4.583333333333333,0407_M_SJ,0407_M_SJwT27,False,False,False,False,False,False,True,False,False
7,AA,-2.819336517927266,4.583333333333333,0407_M_SJ,0407_M_SJs2T07,False,False,False,False,False,False,True,False,False
8,AA,-2.5985991618092554,4.583333333333333,0407_M_SJ,0407_M_SJwT28,False,False,False,False,False,False,True,False,False
9,AA,-2.983075311034258,4.583333333333333,0407_M_SJ,0407_M_SJs2T08,False,False,False,False,False,False,True,False,False
10,AA,-3.0545074405316286,4.583333333333333,0407_M_SJ,0407_M_SJwT16,False,False,False,False,False,False,True,False,False
11,AA,-2.693324351399845,4.583333333333333,0407_M_SJ,0407_M_SJwT29,False,False,False,False,False,False,True,False,False
12,AA,-2.9326813117331665,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,False,False,False,False,False,False,True,False,False
13,AA,-3.565111104381136,4.583333333333333,0407_M_SJ,0407_M_SJs6T01,False,False,False,False,False,False,True,False,False
14,AA,-3.767246336945164,4.583333333333333,0407_M_SJ,0407_M_SJs4T07,False,False,False,False,False,False,True,False,False
15,AA,-2.8881315877768734,4.583333333333333,0407_M_SJ,0407_M_SJwT34,False,False,False,False,False,False,True,False,False
0,AE,-2.9703045416522533,4.583333333333333,0407_M_SJ,0407_M_SJwT15,False,False,False,False,False,False,True,False,False
1,AE,-3.0594768673356967,4.583333333333333,0407_M_SJ,0407_M_SJs3T06,False,False,False,False,False,False,True,False,False
2,AE,-3.0420937906320984,4.583333333333333,0407_M_SJ,0407_M_SJwT21,False,False,False,False,False,False,True,False,False
3,AE,-2.896000122244919,4.583333333333333,0407_M_SJ,0407_M_SJs4T04,False,False,False,False,False,False,True,False,False
4,AE,-2.7553477668383466,4.583333333333333,0407_M_SJ,0407_M_SJs3T01,False,False,False,False,False,False,True,False,False
5,AE,-3.3492535648173645,4.583333333333333,0407_M_SJ,0407_M_SJwT12,False,False,False,False,False,False,True,False,False
6,AE,-2.828098167801146,4.583333333333333,0407_M_SJ,0407_M_SJs6T09,False,False,False,False,False,False,True,False,False
7,AE,-2.6692936866963604,4.583333333333333,0407_M_SJ,0407_M_SJs5T04,False,False,False,False,False,False,True,False,False
8,AE,-3.3565745797018924,4.583333333333333,0407_M_SJ,0407_M_SJs2T05,False,False,False,False,False,False,True,False,False
9,AE,-3.166235570484209,4.583333333333333,0407_M_SJ,0407_M_SJs2T05,False,False,False,False,False,False,True,False,False
10,AE,-2.7277207898923823,4.583333333333333,0407_M_SJ,0407_M_SJs6T03,False,False,False,False,False,False,True,False,False
11,AE,-3.4395527019718997,4.583333333333333,0407_M_SJ,0407_M_SJs5T05,False,False,False,False,False,False,True,False,False
12,AE,-2.8078912850345206,4.583333333333333,0407_M_SJ,0407_M_SJs4T02,False,False,False,False,False,False,True,False,False
13,AE,-3.1780658495641143,4.583333333333333,0407_M_SJ,0407_M_SJs2T07,False,False,False,False,False,False,True,False,False
14,AE,-2.9233166931752943,4.583333333333333,0407_M_SJ,0407_M_SJs4T05,False,False,False,False,False,False,True,False,False
15,AE,-2.708439649104332,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,False,False,False,False,False,False,True,False,False
16,AE,-2.8860505382502244,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,False,False,False,False,False,False,True,False,False
17,AE,-3.529706541647601,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,False,False,False,False,False,False,True,False,False
18,AE,-3.001633857040224,4.583333333333333,0407_M_SJ,0407_M_SJs2T03,False,False,False,False,False,False,True,False,False
19,AE,-2.98619182316897,4.583333333333333,0407_M_SJ,0407_M_SJs6T04,False,False,False,False,False,False,True,False,False
20,AE,-3.180348756328777,4.583333333333333,0407_M_SJ,0407_M_SJs6T04,False,False,False,False,False,False,True,False,False
0,AH,-2.643978193699309,4.583333333333333,0407_M_SJ,0407_M_SJs2T09,False,False,False,False,False,False,True,False,False
1,AH,-2.251326804334156,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,False,False,False,False,False,False,True,False,False
2,AH,-2.8061926969275692,4.583333333333333,0407_M_SJ,0407_M_SJwT08,False,False,False,False,False,False,True,False,False
3,AH,-2.3948615701275604,4.583333333333333,0407_M_SJ,0407_M_SJs3T01,False,False,False,False,False,False,True,False,False
4,AH,-1.98669281653899,4.583333333333333,0407_M_SJ,0407_M_SJs3T03,False,False,False,False,False,False,True,False,False
5,AH,-2.3752681607195982,4.583333333333333,0407_M_SJ,0407_M_SJwT09,False,False,False,False,False,False,True,False,False
6,AH,-2.3234300307180002,4.583333333333333,0407_M_SJ,0407_M_SJwT13,False,False,False,False,False,False,True,False,False
7,AH,-2.3016290512560444,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,False,False,False,False,False,False,True,False,False
8,AH,-1.9649187556372816,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,False,False,False,False,False,False,True,False,False
9,AH,-2.7738369520753676,4.583333333333333,0407_M_SJ,0407_M_SJs3T10,False,False,False,False,False,False,True,False,False
10,AH,-2.329144484670075,4.583333333333333,0407_M_SJ,0407_M_SJs6T09,False,False,False,False,False,False,True,False,False
11,AH,-2.3095462313771336,4.583333333333333,0407_M_SJ,0407_M_SJs2T05,False,False,False,False,False,False,True,False,False
12,AH,-2.533109046317375,4.583333333333333,0407_M_SJ,0407_M_SJs2T05,False,False,False,False,False,False,True,False,False
13,AH,-2.6105069338644866,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,False,False,False,False,False,False,True,False,False
14,AH,-2.4926976283703874,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,False,False,False,False,False,False,True,False,False
15,AH,-2.2670693397068162,4.583333333333333,0407_M_SJ,0407_M_SJs6T03,False,False,False,False,False,False,True,False,False
16,AH,-2.3308055670681087,4.583333333333333,0407_M_SJ,0407_M_SJs6T02,False,False,False,False,False,False,True,False,False
17,AH,-2.4984595829298533,4.583333333333333,0407_M_SJ,0407_M_SJs5T05,False,False,False,False,False,False,True,False,False
18,AH,-2.6234121715733774,4.583333333333333,0407_M_SJ,0407_M_SJs5T05,False,False,False,False,False,False,True,False,False
19,AH,-2.607897941949453,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,False,False,False,False,False,False,True,False,False
20,AH,-2.434875588002335,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,False,False,False,False,False,False,True,False,False
21,AH,-2.462072193097172,4.583333333333333,0407_M_SJ,0407_M_SJs4T02,False,False,False,False,False,False,True,False,False
22,AH,-2.557013320612212,4.583333333333333,0407_M_SJ,0407_M_SJs4T09,False,False,False,False,False,False,True,False,False
23,AH,-2.6569649454314246,4.583333333333333,0407_M_SJ,0407_M_SJs4T06,False,False,False,False,False,False,True,False,False
24,AH,-2.3155564704133207,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,False,False,False,False,False,False,True,False,False
25,AH,-2.39436055916912,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,False,False,False,False,False,False,True,False,False
26,AH,-2.3208999294229256,4.583333333333333,0407_M_SJ,0407_M_SJwT17,False,False,False,False,False,False,True,False,False
27,AH,-3.08568367571013,4.583333333333333,0407_M_SJ,0407_M_SJs3T05,False,False,False,False,False,False,True,False,False
28,AH,-2.658153489532415,4.583333333333333,0407_M_SJ,0407_M_SJs3T07,False,False,False,False,False,False,True,False,False
29,AH,-2.464422750071458,4.583333333333333,0407_M_SJ,0407_M_SJs3T07,False,False,False,False,False,False,True,False,False
30,AH,-2.3853194660278323,4.583333333333333,0407_M_SJ,0407_M_SJs6T01,False,False,False,False,False,False,True,False,False
31,AH,-2.6531523429502566,4.583333333333333,0407_M_SJ,0407_M_SJs6T01,False,False,False,False,False,False,True,False,False
32,AH,-2.3254793550577526,4.583333333333333,0407_M_SJ,0407_M_SJs6T05,False,False,False,False,False,False,True,False,False
33,AH,-2.3977202444105132,4.583333333333333,0407_M_SJ,0407_M_SJs6T05,False,False,False,False,False,False,True,False,False
34,AH,-2.6165875488712866,4.583333333333333,0407_M_SJ,0407_M_SJs4T07,False,False,False,False,False,False,True,False,False
35,AH,-2.5694596972410353,4.583333333333333,0407_M_SJ,0407_M_SJs4T07,False,False,False,False,False,False,True,False,False
36,AH,-2.4356866994331936,4.583333333333333,0407_M_SJ,0407_M_SJwT26,False,False,False,False,False,False,True,False,False
37,AH,-2.4993649115434016,4.583333333333333,0407_M_SJ,0407_M_SJs4T10,False,False,False,False,False,False,True,False,False
38,AH,-2.1475104463673103,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,False,False,False,False,False,False,True,False,False
39,AH,-2.6184075637361195,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,False,False,False,False,False,False,True,False,False
40,AH,-2.3744694325742213,4.583333333333333,0407_M_SJ,0407_M_SJs2T03,False,False,False,False,False,False,True,False,False
41,AH,-2.3437531200963524,4.583333333333333,0407_M_SJ,0407_M_SJs6T06,False,False,False,False,False,False,True,False,False
42,AH,-2.381252291220577,4.583333333333333,0407_M_SJ,0407_M_SJs6T06,False,False,False,False,False,False,True,False,False
43,AH,-2.75140178413437,4.583333333333333,0407_M_SJ,0407_M_SJs6T04,False,False,False,False,False,False,True,False,False
44,AH,-2.174278394426093,4.583333333333333,0407_M_SJ,0407_M_SJs5T09,False,False,False,False,False,False,True,False,False
45,AH,-2.1159615986438003,4.583333333333333,0407_M_SJ,0407_M_SJs5T09,False,False,False,False,False,False,True,False,False
46,AH,-2.428944512405829,4.583333333333333,0407_M_SJ,0407_M_SJs5T07,False,False,False,False,False,False,True,False,False
47,AH,-2.6816745808846223,4.583333333333333,0407_M_SJ,0407_M_SJwT06,False,False,False,False,False,False,True,False,False
0,AO,-3.035657461010163,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,False,False,False,False,False,False,True,False,False
1,AO,-3.0456191319428143,4.583333333333333,0407_M_SJ,0407_M_SJs5T03,False,False,False,False,False,False,True,False,False
2,AO,-2.8000169037814295,4.583333333333333,0407_M_SJ,0407_M_SJs5T02,False,False,False,False,False,False,True,False,False
3,AO,-2.9444246714296884,4.583333333333333,0407_M_SJ,0407_M_SJs6T03,False,False,False,False,False,False,True,False,False
4,AO,-3.3886313242454658,4.583333333333333,0407_M_SJ,0407_M_SJwT23,False,False,False,False,False,False,True,False,False
5,AO,-3.381186220318008,4.583333333333333,0407_M_SJ,0407_M_SJs5T05,False,False,False,False,False,False,True,False,False
6,AO,-3.0874837633790295,4.583333333333333,0407_M_SJ,0407_M_SJs4T09,False,False,False,False,False,False,True,False,False
7,AO,-3.1546291431339757,4.583333333333333,0407_M_SJ,0407_M_SJs4T05,False,False,False,False,False,False,True,False,False
8,AO,-2.9769503392151786,4.583333333333333,0407_M_SJ,0407_M_SJwT30,False,False,False,False,False,False,True,False,False
9,AO,-3.0065644394270215,4.583333333333333,0407_M_SJ,0407_M_SJs2T04,False,False,False,False,False,False,True,False,False
10,AO,-2.998394159941001,4.583333333333333,0407_M_SJ,0407_M_SJwT04,False,False,False,False,False,False,True,False,False
11,AO,-3.343788647290394,4.583333333333333,0407_M_SJ,0407_M_SJs6T01,False,False,False,False,False,False,True,False,False
12,AO,-2.921226999858145,4.583333333333333,0407_M_SJ,0407_M_SJs3T02,False,False,False,False,False,False,True,False,False
13,AO,-2.7634691113040017,4.583333333333333,0407_M_SJ,0407_M_SJs4T10,False,False,False,False,False,False,True,False,False
14,AO,-3.1242909619863832,4.583333333333333,0407_M_SJ,0407_M_SJs5T09,False,False,False,False,False,False,True,False,False
0,AW,-3.2096102433523503,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,False,False,False,False,False,False,True,False,False
1,AW,-3.162945754608928,4.583333333333333,0407_M_SJ,0407_M_SJwT35,False,False,False,False,False,False,True,False,False
2,AW,-2.983447120111069,4.583333333333333,0407_M_SJ,0407_M_SJs3T03,False,False,False,False,False,False,True,False,False
3,AW,-3.4556342884418725,4.583333333333333,0407_M_SJ,0407_M_SJs2T02,False,False,False,False,False,False,True,False,False
4,AW,-3.2435099031408225,4.583333333333333,0407_M_SJ,0407_M_SJs4T02,False,False,False,False,False,False,True,False,False
5,AW,-3.00341444723686,4.583333333333333,0407_M_SJ,0407_M_SJs2T01,False,False,False,False,False,False,True,False,False
6,AW,-3.0207743732200356,4.583333333333333,0407_M_SJ,0407_M_SJs3T07,False,False,False,False,False,False,True,False,False
7,AW,-3.8916850684178925,4.583333333333333,0407_M_SJ,0407_M_SJs6T05,False,False,False,False,False,False,True,False,False
8,AW,-3.38626589646729,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,False,False,False,False,False,False,True,False,False
9,AW,-2.6986912251832695,4.583333333333333,0407_M_SJ,0407_M_SJs5T09,False,False,False,False,False,False,True,False,False
10,AW,-2.8764604798016515,4.583333333333333,0407_M_SJ,0407_M_SJs5T07,False,False,False,False,False,False,True,False,False
0,AY,-2.6790944147176723,4.583333333333333,0407_M_SJ,0407_M_SJs3T06,False,False,False,False,False,False,True,False,False
1,AY,-2.4799205353842786,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,False,False,False,False,False,False,True,False,False
2,AY,-2.80666752682089,4.583333333333333,0407_M_SJ,0407_M_SJs3T04,False,False,False,False,False,False,True,False,False
3,AY,-2.952917885876978,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,False,False,False,False,False,False,True,False,False
4,AY,-2.9916088967519876,4.583333333333333,0407_M_SJ,0407_M_SJs5T01,False,False,False,False,False,False,True,False,False
5,AY,-2.310962623920738,4.583333333333333,0407_M_SJ,0407_M_SJs4T01,False,False,False,False,False,False,True,False,False
6,AY,-2.178115576434644,4.583333333333333,0407_M_SJ,0407_M_SJs4T06,False,False,False,False,False,False,True,False,False
7,AY,-2.924746303938651,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,False,False,False,False,False,False,True,False,False
8,AY,-2.4437936018402566,4.583333333333333,0407_M_SJ,0407_M_SJs2T10,False,False,False,False,False,False,True,False,False
9,AY,-2.7034310828208374,4.583333333333333,0407_M_SJ,0407_M_SJwT36,False,False,False,False,False,False,True,False,False
10,AY,-2.8687624945840136,4.583333333333333,0407_M_SJ,0407_M_SJwT38,False,False,False,False,False,False,True,False,False
11,AY,-2.3358983949239813,4.583333333333333,0407_M_SJ,0407_M_SJs3T02,False,False,False,False,False,False,True,False,False
12,AY,-3.338457531028135,4.583333333333333,0407_M_SJ,0407_M_SJs6T06,False,False,False,False,False,False,True,False,False
13,AY,-2.765643520545578,4.583333333333333,0407_M_SJ,0407_M_SJs5T07,False,False,False,False,False,False,True,False,False
0,B,-3.233436129173685,4.583333333333333,0407_M_SJ,0407_M_SJwT15,True,False,False,False,False,False,False,True,False
1,B,-2.940000933363365,4.583333333333333,0407_M_SJ,0407_M_SJs2T09,True,False,False,False,False,False,False,True,False
2,B,-3.3392230380093184,4.583333333333333,0407_M_SJ,0407_M_SJs4T04,True,False,False,False,False,False,False,True,False
3,B,-3.014568108962563,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,True,False,False,False,False,False,False,True,False
4,B,-2.3474092887861606,4.583333333333333,0407_M_SJ,0407_M_SJs3T03,True,False,False,False,False,False,False,True,False
5,B,-1.479309255908435,4.583333333333333,0407_M_SJ,0407_M_SJs2T02,True,False,False,False,False,False,False,True,False
6,B,-2.0520990691277374,4.583333333333333,0407_M_SJ,0407_M_SJs2T02,True,False,False,False,False,False,False,True,False
7,B,-2.9718249841111097,4.583333333333333,0407_M_SJ,0407_M_SJwT31,True,False,False,False,False,False,False,True,False
8,B,-3.7323714608952723,4.583333333333333,0407_M_SJ,0407_M_SJs6T09,True,False,False,False,False,False,False,True,False
9,B,-2.4075124614523897,4.583333333333333,0407_M_SJ,0407_M_SJs5T04,True,False,False,False,False,False,False,True,False
10,B,-3.849839222374802,4.583333333333333,0407_M_SJ,0407_M_SJs6T03,True,False,False,False,False,False,False,True,False
11,B,-4.1092973281625484,4.583333333333333,0407_M_SJ,0407_M_SJs6T03,True,False,False,False,False,False,False,True,False
12,B,-2.8720449668001002,4.583333333333333,0407_M_SJ,0407_M_SJs6T02,True,False,False,False,False,False,False,True,False
13,B,-3.7275940151215274,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,True,False,False,False,False,False,False,True,False
14,B,-4.01429247484124,4.583333333333333,0407_M_SJ,0407_M_SJs5T01,True,False,False,False,False,False,False,True,False
15,B,-2.751273658599484,4.583333333333333,0407_M_SJ,0407_M_SJs5T01,True,False,False,False,False,False,False,True,False
16,B,-2.349431409120956,4.583333333333333,0407_M_SJ,0407_M_SJs4T02,True,False,False,False,False,False,False,True,False
17,B,-2.9617946508727995,4.583333333333333,0407_M_SJ,0407_M_SJwT42,True,False,False,False,False,False,False,True,False
18,B,-2.491862446444507,4.583333333333333,0407_M_SJ,0407_M_SJs2T07,True,False,False,False,False,False,False,True,False
19,B,-3.0581031924806408,4.583333333333333,0407_M_SJ,0407_M_SJs2T08,True,False,False,False,False,False,False,True,False
20,B,-4.322801791501686,4.583333333333333,0407_M_SJ,0407_M_SJs2T08,True,False,False,False,False,False,False,True,False
21,B,-3.085565974686303,4.583333333333333,0407_M_SJ,0407_M_SJwT19,True,False,False,False,False,False,False,True,False
22,B,-2.9504927779637105,4.583333333333333,0407_M_SJ,0407_M_SJs2T01,True,False,False,False,False,False,False,True,False
23,B,-3.9134045316829513,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,True,False,False,False,False,False,False,True,False
24,B,-2.9653785191459057,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,True,False,False,False,False,False,False,True,False
25,B,-2.600286942592272,4.583333333333333,0407_M_SJ,0407_M_SJwT14,True,False,False,False,False,False,False,True,False
26,B,-3.643423772368296,4.583333333333333,0407_M_SJ,0407_M_SJs2T10,True,False,False,False,False,False,False,True,False
27,B,-2.954382291620993,4.583333333333333,0407_M_SJ,0407_M_SJwT04,True,False,False,False,False,False,False,True,False
28,B,-4.104877846131343,4.583333333333333,0407_M_SJ,0407_M_SJs6T01,True,False,False,False,False,False,False,True,False
29,B,-4.170644018420422,4.583333333333333,0407_M_SJ,0407_M_SJs4T07,True,False,False,False,False,False,False,True,False
30,B,-2.8431998400673586,4.583333333333333,0407_M_SJ,0407_M_SJwT03,True,False,False,False,False,False,False,True,False
31,B,-3.209850049773447,4.583333333333333,0407_M_SJ,0407_M_SJwT26,True,False,False,False,False,False,False,True,False
32,B,-3.383947978178031,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,True,False,False,False,False,False,False,True,False
33,B,-3.1440914919378677,4.583333333333333,0407_M_SJ,0407_M_SJwT05,True,False,False,False,False,False,False,True,False
34,B,-3.2475162332370315,4.583333333333333,0407_M_SJ,0407_M_SJwT06,True,False,False,False,False,False,False,True,False
0,CH,-2.949468215372337,4.583333333333333,0407_M_SJ,0407_M_SJs4T08,False,False,False,False,False,False,False,False,True
1,CH,-3.134831857984671,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,False,False,False,False,False,False,False,False,True
2,CH,-3.279248229329261,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,False,False,False,False,False,False,False,False,True
3,CH,-3.4528433873071087,4.583333333333333,0407_M_SJ,0407_M_SJs4T06,False,False,False,False,False,False,False,False,True
4,CH,-3.499499240301422,4.583333333333333,0407_M_SJ,0407_M_SJwT11,False,False,False,False,False,False,False,False,True
0,D,-2.3853645432629,4.583333333333333,0407_M_SJ,0407_M_SJwT15,True,False,False,False,False,False,False,True,False
1,D,-3.774678428860678,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,True,False,False,False,False,False,False,True,False
2,D,-2.37400360352217,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,True,False,False,False,False,False,False,True,False
3,D,-3.125369797923454,4.583333333333333,0407_M_SJ,0407_M_SJwT08,True,False,False,False,False,False,False,True,False
4,D,-2.8675737034634614,4.583333333333333,0407_M_SJ,0407_M_SJs4T08,True,False,False,False,False,False,False,True,False
5,D,-2.08666736251751,4.583333333333333,0407_M_SJ,0407_M_SJs3T03,True,False,False,False,False,False,False,True,False
6,D,-2.4806399242490897,4.583333333333333,0407_M_SJ,0407_M_SJwT09,True,False,False,False,False,False,False,True,False
7,D,-3.7352673365026137,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,True,False,False,False,False,False,False,True,False
8,D,-3.5535391799507674,4.583333333333333,0407_M_SJ,0407_M_SJs3T10,True,False,False,False,False,False,False,True,False
9,D,-2.585692749147972,4.583333333333333,0407_M_SJ,0407_M_SJs5T04,True,False,False,False,False,False,False,True,False
10,D,-3.010098285397519,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,True,False,False,False,False,False,False,True,False
11,D,-1.7285767057858803,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,True,False,False,False,False,False,False,True,False
12,D,-2.537008414565217,4.583333333333333,0407_M_SJ,0407_M_SJs5T02,True,False,False,False,False,False,False,True,False
13,D,-3.0009630884550256,4.583333333333333,0407_M_SJ,0407_M_SJs6T02,True,False,False,False,False,False,False,True,False
14,D,-2.344056792011488,4.583333333333333,0407_M_SJ,0407_M_SJs6T02,True,False,False,False,False,False,False,True,False
15,D,-2.698594358605868,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,True,False,False,False,False,False,False,True,False
16,D,-2.877765544316721,4.583333333333333,0407_M_SJ,0407_M_SJs2T07,True,False,False,False,False,False,False,True,False
17,D,-3.3433950050791434,4.583333333333333,0407_M_SJ,0407_M_SJs4T01,True,False,False,False,False,False,False,True,False
18,D,-2.938225609098018,4.583333333333333,0407_M_SJ,0407_M_SJs4T01,True,False,False,False,False,False,False,True,False
19,D,-2.564247138637347,4.583333333333333,0407_M_SJ,0407_M_SJs4T05,True,False,False,False,False,False,False,True,False
20,D,-2.4684575339031,4.583333333333333,0407_M_SJ,0407_M_SJs2T01,True,False,False,False,False,False,False,True,False
21,D,-3.258297768581834,4.583333333333333,0407_M_SJ,0407_M_SJwT18,True,False,False,False,False,False,False,True,False
22,D,-3.1412770747479333,4.583333333333333,0407_M_SJ,0407_M_SJs2T10,True,False,False,False,False,False,False,True,False
23,D,-3.5818678128699633,4.583333333333333,0407_M_SJ,0407_M_SJs6T01,True,False,False,False,False,False,False,True,False
24,D,-3.5141323675664378,4.583333333333333,0407_M_SJ,0407_M_SJs6T05,True,False,False,False,False,False,False,True,False
25,D,-3.0863931686291095,4.583333333333333,0407_M_SJ,0407_M_SJs2T03,True,False,False,False,False,False,False,True,False
26,D,-3.2992931422276524,4.583333333333333,0407_M_SJ,0407_M_SJs2T03,True,False,False,False,False,False,False,True,False
27,D,-2.903560815685905,4.583333333333333,0407_M_SJ,0407_M_SJs6T06,True,False,False,False,False,False,False,True,False
28,D,-2.8764314333700445,4.583333333333333,0407_M_SJ,0407_M_SJwT06,True,False,False,False,False,False,False,True,False
0,DH,-4.188460327412983,4.583333333333333,0407_M_SJ,0407_M_SJs3T06,True,False,True,False,False,False,False,True,False
1,DH,-3.901730542799275,4.583333333333333,0407_M_SJ,0407_M_SJs4T03,True,False,True,False,False,False,False,True,False
2,DH,-2.8494281977130935,4.583333333333333,0407_M_SJ,0407_M_SJs3T01,True,False,True,False,False,False,False,True,False
3,DH,-2.887142195167923,4.583333333333333,0407_M_SJ,0407_M_SJs3T01,True,False,True,False,False,False,False,True,False
4,DH,-3.8099689691586462,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,True,False,True,False,False,False,False,True,False
5,DH,-3.129695192091522,4.583333333333333,0407_M_SJ,0407_M_SJs6T10,True,False,True,False,False,False,False,True,False
6,DH,-4.036777163003407,4.583333333333333,0407_M_SJ,0407_M_SJs6T09,True,False,True,False,False,False,False,True,False
7,DH,-3.663126204110358,4.583333333333333,0407_M_SJ,0407_M_SJs6T09,True,False,True,False,False,False,False,True,False
8,DH,-3.1057527416877226,4.583333333333333,0407_M_SJ,0407_M_SJs3T04,True,False,True,False,False,False,False,True,False
9,DH,-3.4548837504222423,4.583333333333333,0407_M_SJ,0407_M_SJs5T04,True,False,True,False,False,False,False,True,False
10,DH,-3.1489931007373713,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,True,False,True,False,False,False,False,True,False
11,DH,-4.198086343240398,4.583333333333333,0407_M_SJ,0407_M_SJs5T02,True,False,True,False,False,False,False,True,False
12,DH,-3.9859569478617742,4.583333333333333,0407_M_SJ,0407_M_SJs5T02,True,False,True,False,False,False,False,True,False
13,DH,-3.591938761020334,4.583333333333333,0407_M_SJ,0407_M_SJs6T03,True,False,True,False,False,False,False,True,False
14,DH,-4.640322491973315,4.583333333333333,0407_M_SJ,0407_M_SJs5T05,True,False,True,False,False,False,False,True,False
15,DH,-3.4283716629064673,4.583333333333333,0407_M_SJ,0407_M_SJs6T07,True,False,True,False,False,False,False,True,False
16,DH,-3.870391454959338,4.583333333333333,0407_M_SJ,0407_M_SJs4T05,True,False,True,False,False,False,False,True,False
17,DH,-3.482816100957324,4.583333333333333,0407_M_SJ,0407_M_SJs5T08,True,False,True,False,False,False,False,True,False
18,DH,-3.6992931246188046,4.583333333333333,0407_M_SJ,0407_M_SJs3T05,True,False,True,False,False,False,False,True,False
19,DH,-2.9712818814501927,4.583333333333333,0407_M_SJ,0407_M_SJs3T05,True,False,True,False,False,False,False,True,False
20,DH,-3.725192056762665,4.583333333333333,0407_M_SJ,0407_M_SJs3T07,True,False,True,False,False,False,False,True,False
21,DH,-4.040568023903506,4.583333333333333,0407_M_SJ,0407_M_SJs6T05,True,False,True,False,False,False,False,True,False
22,DH,-3.2321263376821285,4.583333333333333,0407_M_SJ,0407_M_SJs6T05,True,False,True,False,False,False,False,True,False
23,DH,-3.6392189088792835,4.583333333333333,0407_M_SJ,0407_M_SJs4T07,True,False,True,False,False,False,False,True,False
24,DH,-3.3123707476850117,4.583333333333333,0407_M_SJ,0407_M_SJs4T10,True,False,True,False,False,False,False,True,False
25,DH,-4.042343314498135,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,True,False,True,False,False,False,False,True,False
26,DH,-3.513074804134241,4.583333333333333,0407_M_SJ,0407_M_SJs6T08,True,False,True,False,False,False,False,True,False
27,DH,-3.5280589560768973,4.583333333333333,0407_M_SJ,0407_M_SJs6T06,True,False,True,False,False,False,False,True,False
28,DH,-3.0553835088085433,4.583333333333333,0407_M_SJ,0407_M_SJs5T09,True,False,True,False,False,False,False,True,False
29,DH,-3.3216366605261487,4.583333333333333,0407_M_SJ,0407_M_SJs5T07,True,False,True,False,False,False,False,True,False
0,EH,-2.7556923722378426,4.583333333333333,0407_M_SJ,0407_M_SJwT09,False,False,False,False,False,False,True,False,False
1,EH,-3.21572206938457,4.583333333333333,0407_M_SJ,0407_M_SJs3T10,False,False,False,False,False,False,True,False,False
2,EH,-3.278858660696168,4.583333333333333,0407_M_SJ,0407_M_SJs5T06,False,False,False,False,False,False,True,False,False
